PM2.5,PM10,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5*,PM10*,SO2*,NO2*,CO*,O3*,CO,O3,SO2,NO2
139,139,28.4,996.7,21.7,0,1,138,138,7,36,700,51,800,48,10,38
140,140,28.8,996.6,21.8,0,2,139,139,10,38,800,48,900,44,12,44
145,145,29.8,996.9,22,0,1.2,140,140,12,44,900,44,1000,45,13,50
144,144,31.5,996.9,21.7,0,2.4,145,145,13,50,1000,45,1000,70,12,43
154,154,31.9,996.3,21.4,0,3.5,144,144,12,43,1000,70,900,98,12,30
148,148,32.6,996.3,21.5,0,3.4,154,154,12,30,900,98,900,120,13,21
NA,86,33.4,995.9,20.5,0,4.9,148,148,13,21,900,120,900,140,13,17
NA,81,34.7,995.2,21,0,3.4,NA,86,13,17,900,140,900,165,11,15
NA,81,34.8,994.4,20.7,0,2.8,NA,81,11,15,900,165,800,169,10,14
NA,73,35.3,993.7,21.6,0,3.9,NA,81,10,14,800,169,700,186,10,14
NA,79,35.5,993.3,20.2,0,4.1,NA,73,10,14,700,186,700,183,8,14
NA,75,35,993.2,20.6,0,3.2,NA,79,8,14,700,183,700,177,5,17
NA,86,34.8,993.3,21.8,0,3.7,NA,75,5,17,700,177,800,187,7,17
NA,93,34.1,993.5,21.5,0,3.5,NA,86,7,17,800,187,900,184,7,19
NA,71,33.4,993.7,21.2,0,2.4,NA,93,7,19,900,184,800,157,6,21
NA,92,32.9,994,22.1,0,2.6,NA,71,6,21,800,157,700,139,4,27
NA,56,32.8,994.3,21.6,0,2.6,NA,92,4,27,700,139,700,120,4,31
NA,28,32.5,994.3,21.4,0,3.2,NA,56,4,31,700,120,600,102,4,30
NA,51,31.7,994,21.2,0,2.9,NA,28,4,30,600,102,600,89,4,31
NA,48,31.2,993.4,21.1,0,2.1,NA,51,4,31,600,89,600,85,10,26
NA,53,30.8,993.4,21.3,0,2.5,NA,48,10,26,600,85,600,63,12,25
NA,56,30.5,993.2,21,0,2.5,NA,53,12,25,600,63,600,50,11,28
NA,59,30.1,993.3,21.2,0,1.2,NA,56,11,28,600,50,600,69,11,27
NA,62,29.9,993.6,21.3,0,1.7,NA,59,11,27,600,69,800,59,11,31
NA,67,29.8,993.7,21.5,0,1.4,NA,62,11,31,800,59,800,63,11,30
NA,74,29.4,994.1,21.6,0,1.7,NA,67,11,30,800,63,900,56,11,38
NA,84,29.2,994.8,21.7,0,1.7,NA,74,11,38,900,56,900,36,11,56
8,81,27,995.8,23.3,0,2.4,NA,84,11,56,900,36,900,53,5,32
3,5,26.7,996.5,22.5,0,2.1,8,81,5,32,900,53,900,57,2,24
NA,26,26.5,997.1,22.6,0,1.7,3,5,2,24,900,57,900,53,2,28
NA,5,25.4,997.5,21.7,0,3,NA,26,2,28,900,53,800,59,2,25
NA,5,25.7,997.3,22.2,0.1,1.8,NA,5,2,25,800,59,700,67,2,24
NA,5,25.9,996.6,21.6,0,2.6,NA,5,2,24,700,67,700,80,2,26
NA,NA,26.1,997,21.3,0.1,1.9,NA,5,2,26,700,80,1000,66,26,25
NA,NA,27.1,996.7,21.2,0,2.5,NA,NA,26,25,1000,66,500,105,2,24
NA,5,29,996.6,19.6,0,2,NA,NA,2,24,500,105,500,109,2,23
NA,16,29.5,996.8,19.5,0,2.1,NA,5,2,23,500,109,500,124,2,19
NA,5,28.4,997.3,19.3,0,2.5,NA,16,2,19,500,124,500,108,2,26
3,5,27.2,997.5,19.5,0,1.1,NA,5,2,26,500,108,600,89,2,33
3,7,25.5,998.1,20.1,0,0.8,3,5,2,33,600,89,700,62,2,47
3,5,25.2,998.3,20.5,0,1.1,3,7,2,47,700,62,800,37,2,65
3,23,24.5,998.7,20.6,0,1,3,5,2,65,800,37,700,43,2,53
5,5,25,999,20.7,0,1.3,3,23,2,53,700,43,600,52,2,35
15,15,24.4,999.2,20.5,0,1.1,5,5,2,35,600,52,600,44,2,40
16,16,23.1,999.4,20.6,0,0.6,15,15,2,40,600,44,700,23,2,58
25,25,22.9,999.5,20.4,0,0.9,16,16,2,58,700,23,800,22,3,53
31,31,22.6,999.7,20.5,0,0.6,25,25,3,53,800,22,900,13,4,60
35,35,22.8,1000.2,20.7,0,0.8,31,31,4,60,900,13,1000,14,5,55
30,30,24.1,1000.5,21,0,1,35,35,5,55,1000,14,1000,5,5,67
25,25,26.1,1000.8,20.4,0,1.9,30,30,5,67,1000,5,900,22,5,51
33,33,27.8,1001.1,20.9,0,1.5,25,25,5,51,900,22,1000,27,5,55
30,30,29.3,1001.1,20.5,0,1.6,33,33,5,55,1000,27,900,49,5,46
14,14,30.3,1000.9,19.7,0,2.1,30,30,5,46,900,49,700,87,3,24
13,13,31.8,1001,19.1,0,2.5,14,14,3,24,700,87,600,107,2,21
13,31,33.6,1000.6,17.7,0,1.5,13,13,2,21,600,107,600,132,2,16
16,75,34.5,1000,15.9,0,1.9,13,31,2,16,600,132,500,152,2,14
17,101,35.5,999.4,15.8,0,1,16,75,2,14,500,152,500,171,2,12
18,35,36.8,999,15.3,0,1.4,17,101,2,12,500,171,500,189,2,13
20,20,37,998.6,14.9,0,1.8,18,35,2,13,500,189,500,182,2,15
20,20,36.2,998.6,14.2,0,2.2,20,20,2,15,500,182,400,191,2,17
18,18,35.7,998.7,15.4,0,2.4,20,20,2,17,400,191,500,177,2,20
21,21,34.5,998.9,15.4,0,2,18,18,2,20,500,177,500,174,2,21
24,43,33.2,999.6,17,0,2.3,21,21,2,21,500,174,600,193,2,25
30,30,32.6,1000.3,16,0,2.3,24,43,2,25,600,193,600,142,2,34
35,35,32,1000.8,16.3,0,2.2,30,30,2,34,600,142,700,111,3,48
40,40,31.6,1001.4,17.1,0,2.5,35,35,3,48,700,111,700,109,3,47
38,38,30.8,1001.2,17.5,0,3.7,40,40,3,47,700,109,800,92,5,55
39,39,30.1,1001.4,16.1,0,1.4,38,38,5,55,800,92,900,98,7,42
30,30,29.9,1001.6,14,0,1.4,39,39,7,42,900,98,800,68,5,35
24,24,29.4,1001.6,14,0,1.1,30,30,5,35,800,68,500,49,4,34
26,26,27.4,1001.8,15.7,0,0.8,24,24,4,34,500,49,500,57,4,40
29,29,26.5,1002,17.3,0,0.9,26,26,4,40,500,57,800,54,6,44
33,33,26.3,1002.5,18.4,0,1,29,29,6,44,800,54,1400,60,13,44
29,29,28,1003,18.7,0,1.4,33,33,13,44,1400,60,1300,58,13,50
24,25,28.4,1002.6,18.5,0,1.1,29,29,13,50,1300,58,1100,57,9,60
39,39,31.7,1003,16.8,0,1,24,25,9,60,1100,57,1300,45,11,84
29,29,31.6,1003.2,15.5,0,1.4,39,39,11,84,1300,45,1100,71,9,68
28,28,32.8,1002.9,14.4,0,0.7,29,29,9,68,1100,71,1100,91,8,52
25,34,33.1,1002.5,14.7,0,1.7,28,28,8,52,1100,91,800,117,6,32
20,20,33,1001.8,14.1,0,2.3,25,34,6,32,800,117,800,135,7,28
33,33,32.9,1001.5,14.5,0,1.6,20,20,7,28,800,135,700,155,8,26
26,26,31.9,1001.3,15,0,2.5,33,33,8,26,700,155,700,118,4,29
25,46,31.6,1000.9,16,0,2,26,26,4,29,700,118,700,129,4,28
26,29,30.5,1000.8,16.9,0,3.4,25,46,4,28,700,129,800,138,4,28
41,41,28.6,1000.9,18.1,0,2.8,26,29,4,28,800,138,1100,163,6,31
36,36,28.5,1001.3,17.1,0,1.7,41,41,6,31,1100,163,900,120,4,29
35,35,24.2,1002.5,20.7,0,3.5,36,36,4,29,900,120,900,116,3,31
64,153,23.1,1003,21.4,2.6,1.3,35,35,3,31,900,116,1400,107,2,43
59,59,23.5,1002.6,21.6,2.7,1.2,64,153,2,43,1400,107,1200,80,2,41
56,56,22.9,1002.8,21.5,0.3,1,59,59,2,41,1200,80,1000,67,2,38
55,55,23,1002.6,20.5,0.6,1.4,56,56,2,38,1000,67,1000,61,2,34
62,62,22.4,1002.4,20.9,0.9,0.9,55,55,2,34,1000,61,1100,59,2,28
74,74,22,1002.2,20.8,0.9,1.4,62,62,2,28,1100,59,1100,55,2,26
40,40,21.7,1001.7,20.5,1.2,1,74,74,2,26,1100,55,800,87,4,13
31,31,21.6,1001.5,19.2,0.9,0.8,40,40,4,13,800,87,700,81,5,13
27,27,21,1000.9,18.6,1.9,0.7,31,31,5,13,700,81,700,75,3,13
26,26,21.1,1000.9,19,0.1,0.5,27,27,3,13,700,75,700,81,2,15
19,19,21.5,1000.7,18.9,0,1.5,26,26,2,15,700,81,800,70,2,27
20,20,21.5,1000.7,19.2,0,1.6,19,19,2,27,800,70,800,67,2,37
28,28,21.9,1000.8,18.9,0,1.2,20,20,2,37,800,67,900,50,2,51
35,35,22.6,1000.5,19,0,2.1,28,28,2,51,900,50,900,59,2,41
27,27,22.9,1000.4,18.9,0,1.8,35,35,2,41,900,59,800,82,2,28
41,41,22.7,1000.1,19.1,0,1.9,27,27,2,28,800,82,1000,73,2,41
39,39,22.9,999.9,19.1,0,2.3,41,41,2,41,1000,73,900,88,2,35
38,38,22.5,999.5,19.1,0,1.9,39,39,2,35,900,88,900,86,2,35
35,35,22.7,999.3,18.5,0,1.5,38,38,2,35,900,86,900,88,2,31
42,42,22.7,999.1,19.1,0,0.7,35,35,2,31,900,88,900,78,2,38
38,38,22.3,999,18.5,0,1.7,42,42,2,38,900,78,900,56,2,52
35,35,21.7,999,18.5,0.1,1.6,38,38,2,52,900,56,1000,60,2,51
37,37,21.8,999,18.2,0,1.3,35,35,2,51,1000,60,900,55,2,52
37,37,21.7,999,17.7,0,0.7,37,37,2,52,900,55,900,61,2,47
39,39,21.6,999.1,17.6,0,1.4,37,37,2,47,900,61,900,58,2,43
32,32,21.7,999.2,17.7,0,1.1,39,39,2,43,900,58,800,69,2,29
43,43,22,999.3,17.8,0,1.1,32,32,2,29,800,69,1000,40,2,46
41,41,21.9,999.3,17.9,0,0.7,43,43,2,46,1000,40,900,43,2,45
44,44,21.7,998.5,17.5,0,1.2,41,41,2,45,900,43,900,50,2,39
37,37,21.5,998.3,17.3,0,1.7,44,44,2,39,900,50,800,38,2,29
33,33,21.4,998.2,16.6,0,1.2,37,37,2,29,800,38,500,31,2,26
29,29,21.6,998.2,16.3,0,1.3,33,33,2,26,500,31,400,57,2,23
36,36,21.6,998.3,17,0,0.6,29,29,2,23,400,57,600,38,2,46
38,38,21.6,998.4,17,0,1.1,36,36,2,46,600,38,700,36,2,45
33,33,22.8,998.7,17.3,0,1.7,38,38,2,45,700,36,600,39,2,42
30,30,24.2,998.9,18.2,0,1.3,33,33,2,42,600,39,700,37,2,35
29,29,23.8,999.2,17.5,0,1.4,30,30,2,35,700,37,700,44,2,34
34,34,24.8,999.3,17.5,0,1.1,29,29,2,34,700,44,800,34,2,47
40,40,25.5,999.5,17.2,0,2,34,34,2,47,800,34,800,53,2,36
39,39,25.7,999.4,17.6,0,1.6,40,40,2,36,800,53,800,60,2,33
42,42,26.3,999.1,17.4,0,2.2,39,39,2,33,800,60,800,67,2,35
51,51,26,999.1,17.6,0,1.9,42,42,2,35,800,67,800,72,2,38
53,53,25.7,999,17.4,0,1.4,51,51,2,38,800,72,900,92,2,38
50,50,25.6,999,17,0,1.7,53,53,2,38,900,92,900,89,2,39
48,48,25.6,999.2,16.4,0,1.2,50,50,2,39,900,89,900,104,4,36
53,53,25,999.4,16.7,0,1.3,48,48,4,36,900,104,1000,99,7,44
56,56,24.6,999.8,17.1,0,1.1,53,53,7,44,1000,99,1100,81,7,55
54,54,24.1,1000.3,16.6,0,1.1,56,56,7,55,1100,81,1100,62,6,65
62,62,23.5,1001,17.3,0,0.2,54,54,6,65,1100,62,1200,46,6,74
57,57,23.3,1001.2,18.6,0,0.8,62,62,6,74,1200,46,1300,28,5,85
57,57,23.2,1001.3,18.9,0,0.3,57,57,5,85,1300,28,1200,45,5,68
63,63,23.1,1001.5,18.8,0,0.1,57,57,5,68,1200,45,1200,54,5,60
51,51,23.2,1001.4,18.1,0,0.9,63,63,5,60,1200,54,1100,41,6,67
53,53,22.9,1001.5,18.7,0,1.1,51,51,6,67,1100,41,1200,5,5,98
55,55,22.7,1001.5,18.5,0,0.7,53,53,5,98,1200,5,1300,2,4,99
51,51,23.2,1001.6,17,0,1.5,55,55,4,99,1300,2,1100,9,3,71
53,53,22.9,1002.2,17.6,0,1.3,51,51,3,71,1100,9,1000,17,2,58
55,55,22.5,1002.7,17.6,0,1.2,53,53,2,58,1000,17,1000,13,2,63
59,59,23,1003.3,18.1,0,1.3,55,55,2,63,1000,13,1000,19,2,56
64,64,24.6,1003.6,19.4,0,0.6,59,59,2,56,1000,19,1100,22,3,56
89,89,26,1003.5,19.2,0,1.5,64,64,3,56,1100,22,1200,41,6,56
95,95,26.9,1003.6,19.8,0,1.8,89,89,6,56,1200,41,1200,67,6,52
101,101,27.7,1003.4,19.5,0,1.8,95,95,6,52,1200,67,1200,104,6,43
100,100,27.8,1003,20.1,0,1.6,101,101,6,43,1200,104,1100,145,5,34
110,110,29.5,1002.8,19.2,0,1,100,100,5,34,1100,145,1100,170,4,34
116,116,29.7,1002.4,19.1,0,1.9,110,110,4,34,1100,170,1200,188,3,37
128,128,30.2,1002.1,18,0,2.1,116,116,3,37,1200,188,1200,228,2,32
122,122,30.7,1001.9,18.8,0,1.5,128,128,2,32,1200,228,1200,247,3,31
104,104,30.3,1001.8,19,0,1.8,122,122,3,31,1200,247,1100,238,3,24
84,84,30.3,1001.6,18.4,0,1.9,104,104,3,24,1100,238,1000,206,2,23
79,79,29.9,1001.9,18.7,0,1.6,84,84,2,23,1000,206,1000,187,2,24
93,93,28.9,1002.3,19,0,1.9,79,79,2,24,1000,187,1100,175,2,30
102,102,28.5,1003.2,18.9,0,1.6,93,93,2,30,1100,175,1200,151,2,33
107,107,26.2,1003.6,20.1,0,0.8,102,102,2,33,1200,151,1200,130,2,34
100,100,26.8,1003.7,20.4,0,1,107,107,2,34,1200,130,1100,110,2,40
104,104,26.3,1003.5,20.2,0,1.1,100,100,2,40,1100,110,1200,80,2,57
134,134,25.9,1003.1,20,0,1.2,104,104,2,57,1200,80,1300,56,2,68
127,127,24.6,1003.2,20.1,0,0.9,134,134,2,68,1300,56,1200,55,2,44
95,95,24.8,1003.1,19.4,0,0.8,127,127,2,44,1200,55,800,51,7,39
93,93,23.9,1003.5,20,0,0.6,95,95,7,39,800,51,900,58,10,40
101,101,23.8,1003.7,20.3,0,1.1,93,93,10,40,900,58,1200,48,9,44
104,104,23.8,1004,19.9,0,1.3,101,101,9,44,1200,48,1300,38,8,54
108,108,24.6,1004.4,20.1,0,1.5,104,104,8,54,1300,38,1300,36,8,60
102,102,25.5,1004.2,20.1,0,2.1,108,108,8,60,1300,36,1700,12,10,90
96,96,27,1004,20.3,0,1.5,102,102,10,90,1700,12,1500,37,12,70
95,95,28.1,1003.8,21.1,0,1.5,96,96,12,70,1500,37,1400,69,12,59
103,103,28,1003.6,20.8,0,1.6,95,95,12,59,1400,69,1400,106,10,48
101,101,28.4,1003.3,21.4,0,1.6,103,103,10,48,1400,106,1400,115,9,44
103,103,28.6,1003,20.9,0,2,101,101,9,44,1400,115,1200,144,6,31
93,93,24.6,1002.6,22.7,7.1,1.2,103,103,6,31,1200,144,1500,122,2,29
NA,NA,26.9,1002.1,23.6,0,1.3,93,93,2,29,1500,122,1400,114,2,42
89,89,27.8,1002.3,22.5,0,1.2,NA,NA,2,42,1400,114,1300,145,2,40
107,107,26.1,1002.7,22.4,2.9,1.4,89,89,2,40,1300,145,1200,135,2,34
99,99,25.3,1002.5,23.2,0.1,0.6,107,107,2,34,1200,135,1200,126,2,46
108,108,25.4,1002.4,23.6,0,0.7,99,99,2,46,1200,126,1500,104,2,73
114,114,24.9,1002.9,23.5,0,0.3,108,108,2,73,1500,104,1600,94,2,76
113,113,24.6,1003.3,23.4,0,0.6,114,114,2,76,1600,94,1400,94,2,69
78,78,24.7,1003.2,23.3,0,0.5,113,113,2,69,1400,94,1100,91,4,53
62,62,24.6,1003.2,22.3,0,0.9,78,78,4,53,1100,91,1100,79,8,49
60,60,24.4,1003.3,20.7,0,1.2,62,62,8,49,1100,79,1100,60,9,48
69,69,23.8,1003.3,22.1,0,0.9,60,60,9,48,1100,60,1100,42,6,50
81,81,24,1003,20.9,0,1.4,69,69,6,50,1100,42,1000,25,4,64
93,93,24.1,1002.9,21.2,0,1.3,81,81,4,64,1000,25,1100,28,2,64
118,118,23.9,1002.8,21.6,0,1,93,93,2,64,1100,28,1000,37,3,46
140,140,23.9,1002.5,22,0,0.8,118,118,3,46,1000,37,1200,49,2,31
171,171,24.1,1002.8,22.4,0,0.5,140,140,2,31,1200,49,1500,44,2,36
176,176,24.1,1003.2,22.4,0.2,1.5,171,171,2,36,1500,44,1700,30,2,43
183,183,24,1003.5,22.6,1.9,1.3,176,176,2,43,1700,30,2100,13,2,56
179,179,23.8,1003.6,22.4,4.1,1.1,183,183,2,56,2100,13,2400,12,2,58
171,171,24.1,1003.6,22.5,0.5,1.9,179,179,2,58,2400,12,2400,13,2,60
137,137,23.5,1003.5,21.9,0.2,1.9,171,171,2,60,2400,13,1900,8,2,67
99,99,23.5,1003.3,21.8,0.3,1.6,137,137,2,67,1900,8,1400,42,2,43
106,106,23.7,1003.1,22.1,0.8,1.7,99,99,2,43,1400,42,1400,42,2,42
93,93,23.9,1003.2,22.9,2.7,1.2,106,106,2,42,1400,42,1500,39,2,49
79,79,24.2,1003.1,23.2,1.8,1.7,93,93,2,49,1500,39,1500,32,2,52
87,87,24.3,1002.9,23.3,0.6,1.4,79,79,2,52,1500,32,1500,30,2,54
97,97,24.3,1002.8,23.3,0.3,1.8,87,87,2,54,1500,30,1500,33,2,53
92,92,24.5,1002.6,23.3,0,1,97,97,2,53,1500,33,1500,35,2,50
111,111,24.3,1003,22.9,0,1.4,92,92,2,50,1500,35,1500,38,2,50
114,114,24.1,1003.3,22.7,0,0.7,111,111,2,50,1500,38,1400,47,2,41
107,107,23.8,1003.8,22.6,0.3,1,114,114,2,41,1400,47,1400,37,2,46
105,105,23.5,1003.9,21.9,0,1.8,107,107,2,46,1400,37,1400,27,2,54
114,114,23.4,1003.5,20.3,0,2.3,105,105,2,54,1400,27,1600,48,2,37
108,108,23.6,1003.2,20.1,0,1.7,114,114,2,37,1600,48,1400,59,2,37
103,103,22.7,1002.8,20.6,1.5,1,108,108,2,37,1400,59,1300,52,2,28
103,103,22.4,1002.3,20.7,0.4,1,103,103,2,28,1300,52,1500,26,2,33
90,90,21.9,1001.7,20.4,1.3,1.3,103,103,2,33,1500,26,900,32,2,32
81,81,21.7,1001.7,20.5,2.8,1.5,90,90,2,32,900,32,700,51,2,27
74,74,21.4,1001.2,20.4,3.5,1.8,81,81,2,27,700,51,900,48,2,27
64,64,21.3,1000.9,20.5,3.6,1.7,74,74,2,27,900,48,800,58,2,25
57,57,21.6,1000.5,20.8,2.2,2.3,64,64,2,25,800,58,800,56,2,26
58,58,21.9,1000,21.1,5.3,2.9,57,57,2,26,800,56,900,44,2,24
49,49,21.7,999,20.9,13.8,4.7,58,58,2,24,900,44,900,46,2,23
44,44,21.7,998.1,21,23.7,4.7,49,49,2,23,900,46,900,48,2,23
29,29,21.7,996.7,21,24.1,5.2,44,44,2,23,900,48,800,51,2,16
21,21,21.7,996,20.9,20.3,5.8,29,29,2,16,800,51,700,54,2,15
12,12,21.8,995.4,21.1,17.8,5.5,21,21,2,15,700,54,700,50,2,21
6,6,21.8,994.9,21.1,20.2,5.4,12,12,2,21,700,50,700,48,2,22
9,9,21.9,994.5,21.2,9,5.3,6,6,2,22,700,48,700,46,2,21
8,8,21.9,994.7,21.2,16.4,4.1,9,9,2,21,700,46,600,49,2,20
7,7,21.9,994.7,21.2,3.8,3.9,8,8,2,20,600,49,600,47,2,23
9,9,22,994.2,21.3,17.7,4.3,7,7,2,23,600,47,700,42,2,28
10,10,21.9,994.7,21.2,18.3,4.8,9,9,2,28,700,42,700,42,2,28
7,7,22,995.4,21.3,17.6,0.9,10,10,2,28,700,42,700,44,2,23
6,6,22,996.2,21.3,7.6,1.1,7,7,2,23,700,44,700,48,2,17
9,9,22,996.2,21.3,2.3,1.6,6,6,2,17,700,48,700,43,2,19
11,11,22,995.9,21.3,2.4,1.6,9,9,2,19,700,43,700,42,2,18
11,11,22.1,995.8,21.4,0.8,1.4,11,11,2,18,700,42,700,42,2,16
7,7,22.1,995.7,21.4,0.2,1.1,11,11,2,16,700,42,700,39,2,16
7,7,22.2,995.5,21.4,0.6,1.2,7,7,2,16,700,39,700,42,2,14
6,6,22.3,995.5,21.1,0.5,1.5,7,7,2,14,700,42,700,45,2,13
7,7,22.3,995.3,21.1,1.4,2.1,6,6,2,13,700,45,700,41,2,14
6,6,22.4,995.8,21.4,0,1.1,7,7,2,14,700,41,700,42,2,15
6,6,22.5,996.2,21.3,0,1.3,6,6,2,15,700,42,700,36,2,19
11,11,22.7,996.8,21.7,0,0.8,6,6,2,19,700,36,800,27,2,28
12,15,23.1,997,21.9,0,0.7,11,11,2,28,800,27,900,30,2,28
10,10,23.7,997,22.1,0,1.5,12,15,2,28,900,30,900,28,2,30
10,10,24.5,997.2,22.4,0,1,10,10,2,30,900,28,1000,30,2,31
14,14,25.3,997.2,22.6,0,1.5,10,10,2,31,1000,30,900,34,2,30
26,26,25.5,997.1,23,0.1,1.3,14,14,2,30,900,34,1000,37,2,35
33,33,25.4,997.1,23.3,0,1.8,26,26,2,35,1000,37,1000,38,2,37
40,40,24.7,997.1,23.5,2.3,1.7,33,33,2,37,1000,38,1000,32,2,39
31,37,25.7,997.1,23.4,0.1,1.2,40,40,2,39,1000,32,1000,40,2,30
40,40,25.4,996.9,23.8,0.7,1,31,37,2,30,1000,40,1000,57,2,33
47,47,25.3,996.6,24.3,1.2,0.9,40,40,2,33,1000,57,1100,55,2,41
60,60,25.3,996.6,23.9,0,1.2,47,47,2,41,1100,55,1200,56,2,43
52,52,25.1,996.5,24.1,0,0.8,60,60,2,43,1200,56,1200,46,2,49
55,55,24.9,996.6,23.9,0,0.4,52,52,2,49,1200,46,1200,48,2,47
56,56,24.6,997.2,23.7,0,1.1,55,55,2,47,1200,48,1300,39,2,48
64,64,24.3,997.5,23.6,0,0.3,56,56,2,48,1300,39,1400,26,2,52
80,80,24.4,997.3,23.7,0,0.7,64,64,2,52,1400,26,1300,35,2,39
86,86,24.5,997.2,23.8,0,0.9,80,80,2,39,1300,35,1300,34,2,37
93,93,24.4,997.2,23.7,0,0.9,86,86,2,37,1300,34,1300,16,2,46
99,99,24.4,997.1,23.9,0,1.1,93,93,2,46,1300,16,1300,7,5,46
100,100,24.2,996.9,23.7,0,0.3,99,99,5,46,1300,7,1000,8,2,48
107,107,24.1,996.5,23.6,0,0.8,100,100,2,48,1000,8,1000,7,2,48
99,99,24.2,996.8,23.7,0,0.7,107,107,2,48,1000,7,1300,10,2,44
96,96,24.3,997.3,23.8,0,1,99,99,2,44,1300,10,1300,11,2,45
96,96,24.5,997.7,23.8,0,0.2,96,96,2,45,1300,11,1300,11,2,45
96,96,25.6,997.7,24,0,0.5,96,96,2,45,1300,11,1400,22,2,45
102,102,27.2,997.5,23.9,0,0.9,96,96,2,45,1400,22,1300,43,2,42
94,94,28.9,997.2,23.6,0,1.2,102,102,2,42,1300,43,1300,75,2,39
97,97,29.3,997.1,24,0,1.5,94,94,2,39,1300,75,1200,113,2,37
104,104,29.9,996.9,23.8,0,1.5,97,97,2,37,1200,113,1300,131,2,41
101,101,29.5,996.6,23.7,0,1.3,104,104,2,41,1300,131,1200,174,2,31
103,103,29.8,996.3,23.7,0,1.6,101,101,2,31,1200,174,1200,161,2,30
77,77,30.8,996.1,22.7,0,2.4,103,103,2,30,1200,161,1100,149,2,23
67,67,30.6,995.9,23.5,0,2.2,77,77,2,23,1100,149,1100,156,2,21
59,59,30.6,995.5,24,0,1.7,67,67,2,21,1100,156,1000,152,2,20
52,52,30,995.5,23.9,0,1.9,59,59,2,20,1000,152,1000,131,2,20
51,51,29.6,995.7,23.8,0,1.9,52,52,2,20,1000,131,1000,112,2,23
48,48,29.3,996.3,23.7,0,2.2,51,51,2,23,1000,112,1000,114,2,19
76,76,28.9,996.8,23.8,0,2,48,48,2,19,1000,114,1100,105,2,24
110,110,28.5,997.1,24.1,0,1.1,76,76,2,24,1100,105,1100,87,2,32
120,120,28.2,997,24.2,0,1,110,110,2,32,1100,87,1200,68,2,40
131,131,27.7,997.1,24.3,0,0.9,120,120,2,40,1200,68,1300,54,2,51
135,135,26.9,996.6,24.6,0,0.8,131,131,2,51,1300,54,1200,47,2,49
133,133,26.6,996.3,24.8,0,0.4,135,135,2,49,1200,47,1200,51,2,43
131,131,26.4,996.2,24.6,0,0.9,133,133,2,43,1200,51,1200,45,2,46
127,127,26.1,996.3,24.9,0,0.2,131,131,2,46,1200,45,1200,25,2,65
128,128,25.9,996.8,24.9,0,0.5,127,127,2,65,1200,25,1400,12,2,71
122,122,26.2,997.3,25.2,0,0.5,128,128,2,71,1400,12,1400,9,2,72
127,127,26.7,997.6,25.5,0,0.5,122,122,2,72,1400,9,1400,6,2,80
122,122,27.4,997.4,25.2,0,1,127,127,2,80,1400,6,1600,5,2,85
143,143,27.9,997.5,25.5,0,1.1,122,122,2,85,1600,5,1500,9,2,78
NA,NA,30.1,997.2,25.8,0,1.3,143,143,2,78,1500,9,NA,NA,NA,NA
NA,NA,30.9,996.9,25.3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,31.7,996.8,25.6,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,32.1,996.7,26.4,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,32.7,996.1,26.5,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,31.9,995.9,27.1,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,32.8,995.5,26.8,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,31.9,995.6,26.9,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,31.8,995.8,27.3,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,31,996.7,27.1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,30.3,997.4,26.9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,25.9,1000.6,23.4,3.2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,25,998.9,23.1,15.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.8,999.1,23.4,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.6,999.3,23,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.3,999.2,23.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.3,998.7,23.4,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.5,998.8,22.9,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.6,999.3,23,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,24.7,999.7,23.5,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,25,999.6,23.4,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,25.4,1000.4,23.3,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,25.8,1000.9,23.8,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
